sentence,class
Like roving art galleries they depict all themes of life through their adorned artwork.,0
What White House officials will discuss with Silicon Valley executives today:  ,0
Bulgaria to use army to help guard border in migrant crisis ,0
"My brother says I need to stop quoting Run-D.M.C., but it's like that, and that's the way it is.",1
Here’s a thread for words of 23 emotions that people feel but can’t explain,1
"Pressure grows on China to end ""business as usual"" with North Korea:  ",0
Britons vote Thatcher most influential woman of past 200 years  ,0
He had become one of the first American celebrities and was also popular in Europe.,0
What do you call a female peacock? A peacunt.,1
Children are sold into the global sex trade every year.,0
"If it's got tits or wheels, sooner or later you're gonna have problems with it.",1
lSending Postcards From A Plane Crash (Wish You Were Here).,1
"Catherine became pregnant for the first time , by Seymour , at age thirty-five.",0
sometimes i put ranch dressing in my coffee. i call it a hidden valley latte and it’s disgusting,1
"Ukraine needs new-look government, says outgoing economy minister ",0
Saudi-Iran dispute jeopardizes Yemen peace talks ,0
"me: whenever god closes a window *eats another cocktail shrimp* he makes lemonade

widow: please don't lean on the casket",1
He was also the first black actor to win the Academy Award for Best Actor ..,0
Indonesia looks to close all red-light districts by 2019: Jakarta Post  ,0
Adhesives may come from either natural or synthetic sources.,0
"God: like octopuses but they defy gravity
Angel: sounds like nightmare fuel
Spiders: ɥɔʇɐʍ oʇ ǝʞıl oslɐ ǝʍ",1
U.S. will take action against Islamic State threat in Libya if needed: White House ,0
Britain rules out sending combat troops to Libya ,0
"I try to teach my mom something new every day, because you're supposed to learn from your mistakes",1
It can be kicked or slapped with an open hand for short-range passing.,0
"Yo mama is so fat, she eats cereal out of a satellite dish.",1
If I wanted to make friends I’d go to the LEGO store.,1
"I live life in the fast lane ... with a stream of cars behind me, horns blaring.",1
"ego-fart: Flatulence forced from one's body in a pompous, self-satisfying manner, without regard to the consideration of others.",1
"His mother , Jewel Caroline Cobb , served one term as a member of the Tribal Counsel.",0
"Throwing the hurley is illegal , though camogie players may drop it to make a handpass.",0
What lies at the bottom of the ocean and quivers? A nervous wreck. ,1
"North Korea could be ready for missile launch by Super Bowl, U.S. source says:  ",0
I took an IQ test and the results were negative.,1
"[extreme Backstreet Boys voice]

 Am I delusional ?

MY FRIENDS BACKGROUND SINGING: Yeah, Yeah",1
Must not be wikilinked.,0
"Some days later , one patron attempted to remove the work from the gallery wall , and two teenagers later attacked it with a hammer.",0
"Later Buckles said of that event , `` I was just 16 and didn't look a day older.",0
To Have A Finger In The Pie,0
"Me: My eyes are up here

Picasso: I disagree",1
Cool! Can someone send my this?,1
"The station before Epping is Theydon Bois , which is about three minutes traveling time away.",0
"No means no, unless she's dyslexic. Then it's on!",1
"With extra police, Cologne women revel in carnival after attacks  ",0
"My wife is ""like a plunger"" when she gets drunk. She likes to bring up old shit.",1
If you throw a cat out a car window does it become kitty liter?,1
Not coming back with surprise candy will be a federal crime once I’m president.,1
"Chelsea 26 vs. Hungary , 11 May 2006",0
"Him: i really like you 

Me: I think we should break up 

Him: wow ok bitch

Me: on second thought",1
German votes could persuade Merkel to change course on refugees ,0
A Drowning Man Will Catch At A Straw,0
Why did the blonde tiptoe past the medicine cabinet? She didn't want to wake the sleeping pills.,1
Law varies from place to place and it evolves over timesometimes quite quickly.,0
Peru may bar presidential candidate if plagiarism found ,0
I went bobsleighing last night. I killed 15 people called Bob.,1
Clunes held its first booktown on 20 May 2007.,0
"Obama, Italy's Mattarella discuss fight against Islamic State in Libya ",0
What Is Worth Doing At Alt Is Worth Doing Well,0
What's a thesaurus's favorite cereal? Synonym Toast Crunch,1
"Kudos to Sophie Turner for infiltrating three of America's most valuable franchises: Game of Thrones, the X-Men and the Jonas Brothers. It's been centuries since a Brit owned our ass like this. George III walked so Sophie Turner could run.",1
U.N. to hold next round of Syria talks on March 9  ,0
The total area is 35.35 % water.,0
Over time the name Louisa became Levisa and shifted to the nearby stream today called Levisa Fork River.,0
"When someone says. ""It tastes like crap."" ....how do they know?",1
An experienced flintknapper needs less than 15 minutes to produce a good quality hand axe.,0
Good Clothes Open All Doors,0
Syrian opposition says temporary truce possible if Russia stops air strikes  ,0
cuz to get the crying pics from Instagram you have to screenshot your DMs and guys sent me like 15 dick pics and I accidentally screenshot one and mass uploaded the screenshots to Premiere cuz there’s 200+ photos and just saw it,1
Thousands of boats go into the deep sea to fish and come back with tons of fish.,0
China shares edge higher as oil holds gains  ,0
The first records of a settlement can be dated back to the 12th century.,0
What did the buffalo say to its kid when it went to school? Bison.,1
"If you see ICE in or around Koreatown in Los Angeles, call 323-894-1504. People who know how to safely record evidence without escalating will be dispatched.",1
`` Losing Grip '' is the fourth single and last single from Avril Lavigne 's multiplatinum album Let Go.,0
"Frank Sinatra called. He wanted a rap verse for ""Fly Me to the Moon"". Happy to oblige.

(My broken glasses are totally an aesthetic choice.)",1
Cameron rebuked by party members for ignoring their views on EU ,0
I was riding a horse and it's leg broke so I had to shoot it. I'm not allowed on the carousel anymore.,1
Nigeria's Buhari to discuss oil price stability with Saudi king - presidency  ,0
"me: i feel sad

guy who's really into hiking: have you considered going outside and eating a fistful of dirt",1
"Full many a wonder is told us in stories old , of heroes worthy of praise , of hardships dire , of joy and feasting , of weeping and of wailing ; of the fighting of bold warriors , now ye may hear wonders told.",0
"Me: I got a gumball machine like you asked

Wife: *holding 2 crying babies* I said diapers

Me:

Wife:

Me: *patting my pockets* can I have a quarter",1
Sterling fall a 'foretaste' of leaving EU - Foreign Secretary ,0
The Order of the Phoenix should be called Harry Potter And The 267 Times Mrs Weasley Was Right But Everyone Ignored And Gaslit Her Because They’d All Decided She Was A Hysterical Bitch,1
"I used to own a motorcycle shop, but I had to sell it. I was always two tired.",1
Brooklyn judge denies government's request to unlock iPhone in drug case  ,0
"Mayor Pete Buttigieg: “I do not have evidence that there has been discipline for racist behavior...”

Protester: “You running for president and you expect black people to vote for you?”

Buttigieg: “I’m not asking for your vote.”

Protester: “You ain’t gonna get it either.”",1
"However , the mother does protect the young in the water for a few days until they learn to fend for themselves.",0
"""I hate being half bicycle-half motorcycle"" he moped",1
"The last , a theological encyclopedia , was published in 1549 , but the last but one , intended to include his medical work , was never finished.",0
"Beck 's work with The Yardbirds and The Jeff Beck Group 's 1968 album Truth were seminal influences on heavy metal music , which emerged in full force in the early 1970s.",0
"My Contacts have been very irritating lately, so I deleted them off my phone .",1
Hey girl are you a pizza because you’re covered in cheese and no wait you are a pizza,1
German government expects arrival of 3.6 million refugees by 2020: media  ,0
The word 'Gnba' really makes me angry. It's bang out of order!,1
"wife: I should have never let you take that morse code class 

me: shhh *listening to the hail hit our roof* the storm is talking to me",1
Typically this organ is located in the tail of the electric fish.,0
Cambodia to welcome Chinese warships as Japan navy heads home ,0
China's military sets up anti-corruption hotline ,0
My new years resolution is to remember...umm...,1
Babies suck ,1
I don't know why anyone would ever want a pocket calculator.. It's really easy to count how many pockets I've got.,1
 Verizon launches auction to sell data centers - sources  ,0
Former Israeli PM Olmert insists on innocence as jail term begins:  ,0
"My best friends bf maintains that the McDonald's secret menu allows you to order anything ""All balled up"" and they'll just hand it to you all balled up",1
The mouse dies.,0
"In large cities , however , because many make demands on each trade , one alone is enough to support a man , and often less than one : for instance one man makes shoes for men , another for women , there are places even where one man earns a living just by mending shoes , another by cutting them out , another just by sewing the uppers together , while there is another who performs none of these operations but assembles the parts , Of necessity , he who pursues a very specialised task will do it best . ''",0
"During his life , Tolstoy came to the conclusion that William Shakespeare was a bad dramatist and not a true artist at all.",0
NATO chief says concerned about Russian military build-up in Syria ,0
Just changed my ringtone to a busy signal. Why haven't I thought of this before?,1
What do aliens use for currency? Starbucks ,1
bullying,1
Ill-Gotten Gains Never Prosper,0
Aid convoy reaches starving Syrian town of Madaya ,0
"They had one daughter , Margaret Truman , born February 17 , 1924.",0
Inside a South Korean mass wedding ceremony:  ,0
I waited for my wife to leave then went upstairs and slipped on a pair of her knickers. I wish she wouldn't leave them lying around like that.,1
Each outfit comes with a different bonus.,0
Half of being smart is knowing what you're dumb at.,1
A Friend In Need Is A Friend Indeed,0
"The first two sections are meant to represent life , the last two death and transfiguration.",0
"Me: how the hell did Ash get so far in the Pokemon league despite being a terrible trainer?

Her: I don't know, charisma?

Me: first off, it's pronounced Charizard and he couldn't control it for shit",1
"When he was three years old , his mother died , forcing his father to send him and his brother Carl to an orphanage , as Benny 's father could not take care of them.",0
"After winning EU deal, Britain's Cameron faces harder battle  ",0
"Dear God,

Should I die in a fiery plane crash, please make sure my phone perishes with me.

Amen",1
My son is allergic to peanuts. He breaks out in a rash every time I bring home my paycheck.,1
I have a £50 note but it's made of metal..I think it may be forged.,1
S-line must be encased within and.,0
"When I'm bored, I call sick into places I don't work, today I'm getting written up at Ross.",1
Old Friends And Old Wine Are Best,0
"One of the early , and most well known , examples of the work of the company includes the graceful arched roof of St. Pancras Station in London , recently restored to great critical acclaim as an international rail terminal.",0
"Together with basil , it contributes much to the distinctive character of many Italian dishes.",0
Australian cuts to climate change research may hit drive into Asia  ,0
Local singles in your area have wounded you with their various blades. There's no use running now. They can smell blood for miles around,1
"lMy parents almost lost me as a child, but they didn't take me far enough into the woods.",1
"I did a few drugs last night with my shoelaces undone. Big mistake, I was tripping all night.",1
"[to the tune of 4 Non Blondes’ “What’s Up”]
And so I wake in the morning
And I step outside
And I sip at my coffee and stretch and I sigh
And I scream from the porch at my son
LET’S MOW THE LAWN",1
lmao jesus christ,1
"911: what's your emergency?

me: a man is in my house

911: who

me: idk. how would i know that

911: ask

me: ok

911:

me: he didn't answer

911: describe him

me: he's large

911: is he tall

me: yea

911: give him my number :)

me: what's your number

911: are u serious",1
"Man goes into a chip shop with a salmon under his arm. He says ""Got any fishcakes?"" ""No sorry"" ""Awww that's a shame it's his birthday""",1
What do you call a hot dog with a sweater? A chili dog ,1
Bad becomes good when worse happens.,1
Two lorries carrying playing cards have crashed. Police are dealing with the incident.,1
Let’s hop in the sporty rickshaw and tase each other until we can smell our ancestors,1
Pumpkin pie is best when it’s poured in a shot glass and called whiskey.,1
Family of Michigan man charged in Uber shootings know no motive: lawyer ,0
"No offense but I was raised to “take care” of my husband. Wash his clothes, clean the house, construct fake diaries insinuating he wanted to hurt me, elaborately fake my own death and frame him for murder",1
"I got my cock out for the wife ""Do you like my new piercing?"" After a few seconds she said ""Wheres the piercing then?"" I said ""In my ear"".",1
"Though Sandra saw through the lie , Jon successfully convinced the other players , forcing them to give up the reward to Jon and then having to spend one night on Morgan 's old beach while Jon and his friend hung out alone , celebrating the lie 's success.",0
"California shooter's visa record shows routine interview, no flags raised:  ",0
"His mother died on 13 April 1929 , when he was eight years old.",0
Is super para...gah! What was that??,1
China seen posting slowest economic growth in 25 years as policy risks grow ,0
U.S. Vice President Biden says prepared for military solution in Syria ,0
"Brian May , the only child of Harold and Ruth May , was born in Hampton , London and attended Hampton Grammar School.",0
I hate when I’m being brilliant and nobody notices.,1
"I call my wife treasure, cos she looks like she's just been dug up.",1
A new aftershave is out on the Market. Will get you any girl you want! Guaranteed! Eau de Chloroform! It's a knock-out!,1
I want to die peacefully in my sleep like my grandfather. Not screaming and yelling like the passengers in his car.,1
Romania promises aid to poor Moldova if it reforms its system ,0
"The earliest chansons were for two , three or four voices , with first three becoming the norm , expanding to four voices by the sixteenth century.",0
"Kirby : Canvas Curse spans eight worlds , with all but one having three levels.",0
Panini - Lil Nas X (2019),1
"Thus , Yoshi was born.",0
Border hospitals overwhelmed by Russian-backed assault on Syria's Aleppo  ,0
He That Serves God For Money Will Serve The Devil For Better Wages,0
"United Airlines will not operate out of DC this weekend, service to gradually resume Monday ",0
The first inhabitants settled in the territory of today 's Ain about 15000 B.C..,0
I am the Kevin Jonas in this boy band called life,1
I think fish are sad but they can't cry because they're surrounded by water.,1
Research on link between Zika and birth defects expected by May  ,0
In 2009 he won his first career major with a playoff victory over 59-year old Tom Watson in The Open Championship.,0
China's militarization of South China Sea will have consequences: U.S. ,0
It was also revealed that the wearers of the necklaces will be ensured that they will have a tribe ; because the last man and woman that wasn't picked to join any tribe will automatically go home.,0
"If necessary, pouring pickle juice into the coffee maker makes a house uninviting to 99% of house guests.",1
Like A Needle In A Haystack,0
so i have no proof to back this up but i’m pretty sure cowboy bees would say beehaw,1
"me: hey why-

librarian: shh

me: ʷʰʸ ᶜᵃⁿᵗ ʷᵉ ᵗᵃˡᵏ ᶦⁿ ˡᶦᵇʳᵃʳᶦᵉˢ

librarian: they'll hear us

me: who is they

the ghost who lives in the shelves: WHO DARES DISTURB-

librarian: SHH

the ghost who lives in the shelves: ᶠᵘᶜᵏ ᵈᵒ ᵘ ᵗʰᶦⁿᵏ ᵗʰᵉʸ ʰᵉᵃʳᵈ ᵐᵉ",1
"ALERT: we’re getting credible reports of immigrants being detained in #AdamsMorgan & other DC locations.

Call us if you see ICE activity. Undocumented folx, please see attached card for safety guidelines. 

#DC folx, please RT",1
Look Before You Leap,0
"However , depending on the operating system , a context switch may also take place at this time.",0
Ex-'Top Gear' host Clarkson settles lawsuit with producer he hit ,0
"Originally , circular knitting was done using a set of four or five double-pointed needles.",0
'Hard to accept that these imbeciles represent the people in our government': Shkreli tweets ,0
happy passover & remember to smear mountain dew code red on your door so the angel of death knows you're a gamer,1
"I’m bored, want to find new ways to scratch the floors?

Brilliant, let’s go.

-my kids",1
When is a door not a door? When it's ajar.,1
just found out there are people who eat kitkats layer by layer and i’d like all of those people to please come forward so i can protect my family,1
I was arguing with my girlfriend in Nando's when my best mate ran off with the garlic bread and coleslaw. I wish he would stop taking sides.,1
bold and attractive.,1
"Grace was captivated by Jean Harlow , and would let Norma Jeane wear makeup and take her out to get her hair curled.",0
I poured spot-remover on my dog and now he's gone.,1
"My girls and I show up at your chess tournament in full cheerleader regalia to stretch out in your opponent's line of sight. Fight, my love.",1
"Russia gives a gift of 10,000 automatic rifles to Afghanistan:  ",0
A man named Jonas Yerks is believed to have been the first man to make tomato ketchup a national phenomenon.,0
Later this name was shortened to Frankfort.,0
"My girlfriend got in the shower with me. She said ""Oooh baby, I want you to do bad things to me!"" So I put shampoo in her eyes.",1
"The Bible never speaks of God in an impersonal sense . Instead , it refers to him in personal terms - as one who is , who speaks , who sees , hears , acts , and loves.",0
He Dances Well To Whom Fortune Pipes,0
"Head of the Laboratory of New Technologies in Music Education , Moscow State Pedagogical University.",0
I have enough money to last me the rest of my life. Unless I buy something.,1
at my wedding my cat will be the flower girl and she will be guided down the aisle with a laser pointer,1
Amazon enters Britain's fresh food market with Morrisons deal​:  ,0
"Mahathir quits Malaysia's ruling UMNO party, protesting corruption ",0
"This supportive care is best provided by multidisciplinary teams of health care professionals such as physicians ; pharmacists ; physical , occupational , and speech therapists ; acupuncturists ; nutritionists ; social workers ; and home care and hospice nurses.",0
My wife bought a sheepskin burka for the cold weather.She looks like mutton dressed Islam.,1
Mines ministry proposes scrapping export tax on iron ore from Goa  ,0
"Bald in the English name is derived from the word piebald , and refers to the white head and tail feathers and their contrast with the darker body.",0
"[park bench]

him: if you could choose any superpower, what would it be?

me: I've felt invisible my whole life so literally any other superpower would be a nice change

him: *noticing me for the first time and mouthing* sorry, I'm actually on my phone",1
I think most people would pay good money to watch a pomeranian destroy a model village,1
"It may refer to a lake by that name , or to a river.",0
Is there something I can do about feelings or am I just stuck having them for the rest of my life?,1
"after four years my girlfriend still gives me butterflies every time I see her.

she knows I'm terrified of butterflies they've taken over my home why does she do this to me she's so mean someone please help me",1
Sofia Lovisa GrÃ¥Ã¥ had ben the first woman who was principal of this school alone.,0
The inventor of predictive text has died. His funfair will be hello on Sundial.,1
"Using little plastic dinosaurs and some fishline, I made a scene for my wife's car backup camera.

Now we wait.",1
Each member country has one vote.,0
"Know what would be great? If a bunch of stars scheduled a Live Aid type concert for the Fourth of July, right when the orange moron was speaking, to raise money for migrant children, women in need of healthcare, and everybody else endangered by his attack on democracy.",1
I broke up with this cross eyed girl. I thought she was seeing someone else.,1
Their first album Bathory was released in 1984 and is `` regarded by many as the first black metal record . '' The band 's fourth album Blood Fire Death was released in 1988 and includes two early examples of Viking metal - the songs `` A Fine Day to Die '' and `` Blood Fire Death ''.,0
"I've got it!  I've got it!  Now, for the cure...",1
Every time I try to pour a round of drinks it ends up all over the floor. I think I need glasses.,1
It was first published in 2000.,0
My wife is a magician. She turned our car into a tree,1
Thailand's ousted Shinawatra clan defies junta with publicity drive  ,0
"For individual timelines , see.",0
The first bison ever born in captivity was born in Lincoln Park.,0
"I've just phoned and reserved a table to take the Mrs out on valentines night! She will be raging, she hates snooker!",1
"Indian teenager escapes debt bondage, says employer burned his legs ",0
"Simba: Dad, what's the Super Bowl? Mufasa: No idea, we're lions.",1
"ME: I wish I could fly

GENIE: Granted!

ME: [hovering just high enough to get hit in the face by umbrellas] I hate you",1
I just heard some woman refer to someone as “the human equivalent of an escape room” and fuck if we don’t all know that person,1
"ME: I think it's time I get my life in order.

MORGAN FREEMAN: But he would not get his life in order. In fact, he got drunk that night and fought a raccoon.",1
Austrian cap frustrates EU efforts to tackle migrant crisis  ,0
What did the vampire say to the teacher? See you next period!,1
"That Ke$ha song, Blah Blah Blah, the Chase she was talking about, yeah. It's me.",1
lThe funniest thing about this message is that by the time you realize it doesn't say anything you its too late for you to stop reading it.,1
"The new version featured a new look , and built-in 3D effects.",0
I was going to do a joke about construction.. but I'm still working on it.,1
Parliamentary committee criticises surveillance bill over privacy concerns -  ,0
"Early Europeans used soft sponges for many purposes , including padding for helmets , portable drinking utensils and municipal water filters.",0
Security forces in Burkina Faso are battling suspected Islamist fighters holding hostages in a hotel in the capital: ,0
The host would introduce the contestant or ask their name and hometown.,0
"Slade lowers his gun and leaves with Copper , but not before the two former adversaries share one last smile before parting.",0
"The fantasy world , which is a reflection on their lives , comes to life through their eyes as they explore the surroundings.",0
"If there's one thing I can't comprehend, it's common sense.",1
"Dearest Prudence,

My nards were blasted off during the War of States’ Rights. Please send more nards. They’re in a chest under the bed labeled “spare nards.” Be sure not to squarsh them.",1
I suggested to my wife that she'd look sexier with her hair back. Which is apparently an insensitive thing to say to a cancer patient.,1
What does seven days without exercise make? One weak ,1
"wife hoping for a normal day: good morning
me: im gonna try to become left handed",1
"People think social anxiety isn’t that serious, like you can’t die of thirst because you answered “no, I’m fine” every time you were offered water when you stayed at a friend’s house for a week.",1
I've just arrived in Australia to surprise my fiancée. She's in London and the wedding's tomorrow.,1
"Its face is marked with white and gray , with dark rings around its eyes.",0
"Like many Javanese , Suharto had only one name.",0
Marijuana Inc. eyes Mexico as drug liberalization looms ,0
I am yet to bite a moose that tastes like chocolate.,1
What does the highest paid WNBA player make? Sandwiches.,1
*flicks cigarette* I got kicked off the force because I handcuffed two gooses together,1
"As soon as one crosses a river , a different but closely related species appears.",0
My Dad was behind bars for twenty years. Heck of a bartender he was.,1
Many biologically important molecules are acids.,0
old people love to complain about texting like it’s killing the art of conversation as if they didn’t literally train pigeons just to dispatch old timey dick pics,1
Why did the golfer wear two pairs of trousers? In case he got a hole in one!,1
"An iwan is defined as a vaulted hall or space , walled on three sides , with one end entirely open.",0
New chief of Indonesia's anti-graft agency vows to make a comeback ,0
Among The Blind The One-Eyed Man Is King,0
"Mudskippers are quite active when out of water , feeding and interacting with one another , for example to defend their territories.",0
Words cannot express how limited my vocabulary is.,1
"The first time I got a universal remote control, I thought to myself ""This changes everything"".",1
"China supports adoption of U.N. resolution to make North Korea ""pay necessary price"" for recent behavior - foreign minister",0
"Once again I'd like to remind everyone that when you take something out of a 400 degree oven, that thing is also 400 degrees.",1
"Daughter: what does biography mean?

Me: it’s when you tell a story about someone.

[later at movie night]

Wife: let’s watch Cars.

Daughter: [whispers] autobiography.",1
"telling people you’re single:
• “you’ll find someone”
• “have you tried tinder”
   
saying “many have tried to date me and all have failed”:
• mystical
• empowering
• sword-in-the-stone vibes",1
Ex-Nigerian minister denies $3 million fraud charges over deadly recruitment stampede ,0
Austria threatens to extend border controls: newspaper ,0
Yo mama is so nasty she brings crabs to the beach.,1
"Mugger: Hand over your wallet or else!

Me: *wearing a deodorant that promises 48 hour protection* Or else what?",1
My wallet is so fat it's uncomfortable to sit. #richpeopleproblems,1
To Send (Carry) Owls To Athens ,0
"Pope urges united response to refugee 'drama', hopeful for Syria ",0
I am NOT abstinent by choice  no one has Ever Tried to sleep with me.  I am the opposite of sexually harassed every Moment of my life,1
"Dow, S&amp;P off to worst four-day Jan start ever as China fears grow  ",0
" European man, 28, arrested at Disnyeland Paris; his bag contained guns and copy of Koran: Police source",0
,1
Yo mama is so old she has a picture of Jesus in her yearbook.,1
It’s hands. they use their hands.,1
"He was born in Hampstead , London.",0
"""Dad, do you have to be so frugal?"" 
""Shut up and eat your Boof™ brand imitation beef.""",1
Does Cameron have the edge over Boris in Brexit fight?  ,0
How does a muppet die? It Kermits suicide.,1
Want a stable relationship? Get a horse!,1
A man was killed by the blast that forced Somali emergency landing: officials  ,0
This was soon re-named the Co-operative Party.,0
"Last weekend, they held a minute's silence at the Etihad Stadium. It blended in nicely with the other 89.",1
The front cover must present the full title with all words of the title equally prominent and visible.,0
Britain's ruling Conservatives call for truce in EU campaign ,0
The river is about 50 kilometres long.,0
"In 1994 , Rau tried for the first time to become Federal President , but lost to Roman Herzog.",0
Official prizes often involve monetary rewards as well as the fame that comes with them.,0
"ME: *singing all the harmonies from ‘As Long As You Love Me’ by the Backstreet Boys all by myself*

LAWYER: sir please answer the question

JUDGE: let him finish, anthony. This is incredible",1
When a crab screws up do things still go sideways or forward and back,1
How do you feel when there's no more coffee? Depresso ,1
"Byzantine Christians call this day `` Holy and Great Friday '' , or simply `` Great Friday ''.",0
Louder Than Love would become the band 's first album to chart on the Billboard 200.,0
"Cameron seeks French, EU help on deal, avoids Farage ",0
Asian shares in for worst week in four years on panic over China ,0
Twitter is great if you can't afford therapy but you also don't want to get any better.,1
My girlfriend hates when I make jokes about her weight. She needs to lighten up.,1
"Boat thing,
You make my heart sing,
You make everything…
Gravy.",1
"I love so many things about my mom,  but mostly how any time there's a vaguely foreign word, she turns into a Mario brother when she says it",1
"oh you say you're going to fuck me? you're going to try to fuck me, through the computer? Well i say this, and that is ""Game on""",1
"NEW INFO on my NEW NEWSLETTER with @substackinc, Shan't We Tell the Vicar? You can sign up to get my writing sent to your inbox, and $5/month gets you full access!",1
"Jesus Christ fed 2,000 people with 5 loaves of bread and 2 fish. Adolf Hitler made 6 million Jews toast.",1
The hardest thing about business is keeping your own.,1
"Other batteries were located on Middle Head , South Head , Shark Point and Bradleys Head , but none were ever used for combative purposes.",0
me and my sister about to explain to an elderly family member why what they just said was problematic,1
Sweep Before Your Own Door,0
"What's big, gray, and unimportant? An irrelephant.",1
"me: well, i don't want to kill myself but i do want to die

gas station attendant: so, that's a yes to the clearance hot dog",1
Dame Janet Smith takes questions about the BBC Savile report. Watch:  ,0
"""Hamlet"" Without The Prince Of Denmark ",0
"It might look like I’m doing nothing, but at the cellular level I’m really quite busy.",1
Funerals are like weddings except shorter/better food/no chicken dance/less people tearfully saying “best friend” while holding a folded piece of paper and I’m sorry but funerals are just better. I’m sorry!!!,1
"ME: My Dad was weirdly obsessed with Sir Isaac Newton and I am weirdly obsessed with Sir Isaac Newton. 

SHE: Wow, so the apple doesn't fall far from the tree?",1
 I had to do it @LilNasX,1
"All atheists are hypocrites. Why, you say? They've all taken math. 2^4 is a higher power.",1
The Wind Cannot Be Caught In A Net,0
Did you hear about the poker player who lost his arm and got a prosthetic replacement? He's finding it hard to deal with.,1
"A place frequently visited by schoolchildren , it has little to offer by way of entertainment apart from a structure shaped like a shoe.",0
Iranian drone flew over U.S. carrier in 'unprofessional' move: U.S. Navy ,0
The pharmacy will look you straight in the eye with no line of people and tell you it will be 20-30 minutes for them to take some eye drops off the shelf behind them and put them in a little bag.,1
"With the people of the village now safe and Iolaus freed , the two men journey back home and Hercules killed the Minotaur by cutting its ' head off.",0
Trickle of inflows point to long road to normality for Greek banks  ,0
I like to tease my dyslexic dwarf friend alot. Its not big and its not clever.,1
Gonzales served as a general counsel when Bush was the governor of Texas.,0
Viacom names CEO Dauman as chair as Redstone exits; daughter protests ,0
So what do you know about dwarfs then? Very little.,1
Stupid ass science teacher. I’ve seen this one before.,1
The early settlers were American immigrants from New York state.,0
"Ebern is about 1,000 years old.",0
"Lawrence conducted Pacific bird surveys for Spencer Fullerton Baird and John Cassin , and the three men co-authored Birds of North America in 1858.",0
Slovak leader says EU agreement may not stem migrant flow from Turkey ,0
"They may also work outside the home , alerting to such sounds such as sirens , forklifts and a person calling the handler 's name.",0
"COACH: Hold that football like you'd hold a woman!
ME: Got it. *holds the football at an emotional distance, afraid of being hurt again*",1
"Doctor: for fuck sake don’t let ur kids jump on the bed anymore

Momma Monkey: Okay

[doctor gets a call at 1 am]

Momma Monkey: you’re not gonna believe this",1
Beijing offers support for Hong Kong after New Year violence  ,0
Ripple effect: scientists await word on gravitational waves -  ,0
I'm a perfectipnist.,1
I broke my psychic's crystal ball. It cost me a fortune.,1
I got stung by a bee the other day. £20 for a jar of honey.,1
Hope I get a chore list cleverly disguised as a Home Depot gift card again this Father's Day.,1
"me: *responds maybe to a fb event*

wife: [from the other room] YOU’RE GOING TO OUR SON’S BIRTHDAY",1
Oil's slide below $30 sends shockwaves far and wide  ,0
"Knock, knock. Who's there? Old lady. Old lady who? Wow I didn't know you could yodel.",1
Airbus in talks to delay some A320neo deliveries - sources  ,0
"There is a man in the corner of the train car. Don’t look at him—don’t stare!

He has an eagle clutching an arrow tattooed on his throat, with the slogan “Swallow All Lies” emblazoned on its wings.

The eagle is watching you. It knows why you’re on this train.",1
Choose An Author As You Choose A Friend,0
Miley 's best friends are classmates Lilly Truscott and Oliver Oken who both learn her secret and help her keep it from their other classmates.,0
"The most terrifying thing a woman can say to me is ""notice anything different?""",1
"coroner: his stomach was completely filled with guacamole

detective: and that's what killed him?

coroner: [looks at detective then at the axe in my skull then back at detective] no",1
The probability of someone watching you is directly related to the stupidity of your actions.,1
"I asked my girl what she wanted for Christmas this year, and she said ""Surprise me""... So I phoned her from Hawaii.",1
Did you hear the one about the lion who ate the lawyer? Had to lick his butt afterwards to get rid of the taste!,1
,1
Procrastination has it's good side. You always have something to do tomorrow.,1
"In The Sand Reckoner , Archimedes gives his father 's name as Phidias , an astronomer about whom nothing is known.",0
"Our donation fund and shirt sales have reached $1,000 with many calling in to be screened as potential donors. That's an incredible milestone, but we still need any help you're able and willing to give. My dad and I thank you all so much for your support. I'll never forget it.",1
Today the town has many groups coming to enjoy the simple peace of St. Francis.,0
Wild yaks can be brown or black.,0
Sea lion takes a booth at San Diego restaurant on the beach  ,0
The society of the day held that reward without labor was misguided.,0
"Cameron talks late into night, EU digs in heels:  ",0
"Partly it was due to the fact that he was a big ""star"" at the time. I disagreed, feeling like it was better to go into the world through the eyes of a neophyte, rather than one who ""knew"" everything. It threw off my whole balance, tbh; I wanted to discover his world gradually.",1
im crying im so happy for them,1
Prison riot in northeast Mexico kills dozens: local media ,0
Futures rise as oil gains hold steady:  ,0
Brazil Supreme Court votes to indict lower house speaker on graft charges ,0
This closely resembles the Unix philosophy of having multiple programs each doing one thing well and working together over universal interfaces.,0
It was me. And it was in pennies.,1
I was reading 'The History of Glue' last night--I couldn't put it down.,1
Tina is never even alluded to.,0
Chloroplasts are one of the many different types of organelles in the cell.,0
The Kyneton Cup is on the day after Melbourne Cup day.,0
"I bought my wife some of that ""volume control"" shampoo.

Doesn't work, I can still hear her.",1
"[standing next to columbus on the santa maría]
you dont know where we are do you?
[lowers telescope]
""there's just so much water keith""",1
'I'm sorry' and 'I apologise' mean the same thing. Unless you're at a funeral.,1
Hugo took on the role of a maverick and got little done in the Senate.,0
"Insanity is hereditary, - You get it from your children.",1
"My girlfriend text me earlier ""Why don't you ever put an x at the end of your texts?"" I replied, ""Sorry babe. Michelle.""",1
